nim,name,major,student_pddikti_status,student_status_mesin,student_blockchain_status,diploma_number,nina,token_id,tx_hash,pdf_cid,metadata_cid,diploma_blockchain_status,pddikti_record_status,pddikti_eligibility,pisn_nina_status,sivil_status
20210124,Michelle Rajasa,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0124,040410582605123,1124,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeicdj6vwmuqcbhyd4nvpq4wjlhtjsowsjw5glomofbvuwsymj5msuy,bafkreifzam4dwwcmrmrp4aybe65kvxghuyq2cdnbwju5rotsuuxb4bqvqa,verified,lulus,eligible,aktif,aktif
20210125,Bagya Handayani,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0125,040410582605124,1125,0xd958f81251ad4dff0a597322578187ba31dabc8c624b56f0f833404e63390bb8,bafybeig6ab5x3txmp6sjp3rxbwsmnz2dpwn6eteqlyv3xtaybva7sukcni,bafkreig7mjyawy3z7b3se6s4nb3js55sb4of6f6ycnbrllleqfhzq6fwee,verified,lulus,eligible,aktif,aktif
20210126,Zulfa Sihombing,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0126,040410582605125,1126,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeigwy36w5nzxlgwxoa7pvfypvbxonfvacyyzz6frbceahr3gko357y,bafkreif6nxc5tgxwoj5mzwgge45hxr4qsm7rvb2tjxlkf2mfxxmcxbwtkm,verified,lulus,eligible,aktif,aktif
20210127,Ratih Sihombing,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0127,040410582605126,1127,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeianok6aelc5lwsrrdham7pjgedeanpsgtxbaas7iu5ycs6vwsqclm,bafkreicqq5ir2yhd335ltytawauoaq3wzmtqvupt7bvcynr3ypgkh7lnk4,verified,lulus,eligible,aktif,aktif
20210128,Viktor Sudiati,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0128,040410582605127,1128,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeiakuplzlqozj3x6ez6lw2dzi4xsmrn7cg64gocgimybrxr2rbmdgq,bafkreidfydrkqmautjlqfhqk3ckrre3zyxfkephskf5ezrpiimnlqz4ska,verified,lulus,eligible,aktif,aktif
20210129,Makara Nainggolan,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0129,040410582605128,1129,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeibv3mnghxgu72slaptd472zo6vcnthr6wemqqjs6kb35tvg5jqxxq,bafkreia33fbdfys4m2t3xmiutsbdc3lwjlwephc5ily5epq5brzboomzki,verified,lulus,eligible,aktif,aktif
20210130,Galak Farida,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0130,040410582605129,1130,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeiarpjggw6rdrcodtmo7q23miqyuf5kavl4vba5ev6h3orl4rto33e,bafkreidr7vciuknkbwfxrx46b3xnfkfdthonk2euwapbhngj5mlr7bstru,verified,lulus,eligible,aktif,aktif
20210131,Ellis Pangestu,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0131,040410582605130,1131,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeif4zsbw5syse7vrg7mfxhwtay7dzcsao2oh6lzyceeqgoo3yz3oaa,bafkreie4ys53aa6kyk5awbz4rnqitk2lafyruxb4s7uo6nvmina2e4evtu,verified,lulus,eligible,aktif,aktif
20210132,Yani Sihombing,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0132,040410582605131,1132,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeidmq2tabbfamvrwccycdsi45w6tpf4vfa37jwiimhlljzxyohbe7q,bafkreibdadvyatkf42zxarog6cxwiiymzjevrxuiuucimnt2qknvn4fnya,verified,lulus,eligible,aktif,aktif
20210133,Satya Wastuti,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0133,040410582605132,1133,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeiezqxoiahr7if36ezvhqvgdtbsxhwrchil4cvrpxuhzjhqk7eytki,bafkreifsw5nsiwsjlhvfwyu2c5rw6ulidqm252iguvsnhphlfykcc24lue,verified,lulus,eligible,aktif,aktif
20210134,Eman Nasyiah,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0134,040410582605133,1134,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeiendzvmr733br2pgjamrnyyuu62u6qejf7orgzadv6qvunvdldy4q,bafkreihflsksl44fes4azkpitu4zwtpeopccbtqmh46xfr2uv5f5d3evbe,verified,lulus,eligible,aktif,aktif
20210135,Cici Wulandari,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0135,040410582605134,1135,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeice6aljdt6qct6raluwqruhhzjeyl7bfwdlzjzggmuj223qpb2sn4,bafkreifd3ro5xgphhcg7nmslkuopymareuy24stvlewkng7j2mutdkxaye,verified,lulus,eligible,aktif,aktif
20210136,Makara Hariyah,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0136,040410582605135,1136,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeifbncmgp4dj6hvqbayuobdm5jnzhjqsxvu5i3rov7ao6ass7yu7pq,bafkreifk27duymbg24y5bts4eh3onkl2kgo4kxx7av5dvspiag453uv6va,verified,lulus,eligible,aktif,aktif
20210137,Gadang Lailasari,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0137,040410582605136,1137,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeie4dtz3knauswt4ahwrjfo5shsopnkxnst6caaerccf4h5d6ldhhe,bafkreib6obi6xufywdhvdknz7wehgyvze4qdfhoiwzprln5zuqjshzbxpa,verified,lulus,eligible,aktif,aktif
20210138,Salsabila Namaga,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0138,040410582605137,1138,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeicmwzne4dkj3mbocforxeunvltzducpvfithokkufcwihgwr3molu,bafkreihu5bsdz4yq7krsaf27zrdzocgw3qmvpyfu7kshemcl3wttaaiota,verified,lulus,eligible,aktif,aktif
20210139,Raisa Wasita,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0139,040410582605138,1139,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeidmji4pmjwk4lrfkspd7s32e5qlxekxs2rdg7lz5i5qzeze7kjtee,bafkreidnpdewshjzsreq4gmcaxcblfp2qgiyzjohgomha5ugzj4bqifwvy,verified,lulus,eligible,aktif,aktif
20210140,Gilda Tarihoran,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0140,040410582605139,1140,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeihhjtpois3s6e5rejl3wq4xkidyd3mqiwhlqw44ldhuh2xt3zgaha,bafkreidpqnsm4545l6beacrw5b7oepxpq5hozavmwsbecdia2brjbc7pmi,verified,lulus,eligible,aktif,aktif
20210141,Fitriani Maheswara,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0141,040410582605140,1141,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeieolepzejjrqwybrc66szi5hmumf5ifawlybdyv5lv2vx6e3e4mhu,bafkreiboswzghwlydoev5jlvjvl263gdk6v6oddj57ctf6goxsydhe6gze,verified,lulus,eligible,aktif,aktif
20210142,Asirwanda Sitorus,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0142,040410582605141,1142,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeibh53hgpl2khbbrqqamrno2q5zsk4bfovajrhdkmgxyftvkgjzqj4,bafkreigwcwr272gioxcmzoe536xmlgrpwe4zpjiuvpr5kasbg7j2w4t6bu,verified,lulus,eligible,aktif,aktif
20210143,Langgeng Pratama,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0143,040410582605142,1143,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeighxqbr3ya5lw4nlp3wnfq3z5mn6ts3kmsrvwkzff6wr2ovgfocbm,bafkreidmj2scwhq5ellp22gnaqjjf6ry4gierka4k2qd652pxge47vb73e,verified,lulus,eligible,aktif,aktif
20210144,Kayun Ramadan,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0144,040410582605143,1144,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeigj2pi4swwp2bgyuth7mxu7vmbjk63vbyvxwtn4y52pmv32sqib7m,bafkreifrsrbxzcnyxnsmhr7mjndqw4qei5q6k4kvk7bcbxmxfyswdabmkq,verified,lulus,eligible,aktif,aktif
20210145,Lanjar Sinaga,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0145,040410582605144,1145,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeib74aucjrnovjfrvuzuvbx6l4cphujuibq4nz66uwd7mzca54udiy,bafkreicwp3v7wxjqs6i6nkjvm4jengousbhifdbielwawkzxj6nynpi3w4,verified,lulus,eligible,aktif,aktif
20210146,Jaswadi Hassanah,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0146,040410582605145,1146,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeice6qno42yce7jycdklyqdhqyvzyrzgygx74t6rw2oaicupflynzy,bafkreihupnnmjpmoicaevprqnmdawiswzboc4ykat6zh3yisuiz6kvs7zm,verified,lulus,eligible,aktif,aktif
20210147,Ozy Wahyuni,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0147,040410582605146,1147,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeidw5vg6dnqrgeiv3s6jwpzouxgzwzurvbr7bzzdsljw7udmgth5mu,bafkreic447sdyzlxcu2huxykv5lx7kzch35otzce6odnz7p5ckrvo27kde,verified,lulus,eligible,aktif,aktif
20210148,Silvia Kurniawan,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0148,040410582605147,1148,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeigym5p5b4q4wys67hx3fcu3uicpanr5f3rqttigy3koy2ng3slr6a,bafkreiaddnewmxyx6ipzaomocphujmylzdx7yc77y7wsuswwih34rf4l2a,verified,lulus,eligible,aktif,aktif
20210149,Atmaja Mahendra,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0149,040410582605148,1149,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeiaqycbkh2gmv7hubom2aqbg6hvhrmab4mzmocofbtvrq7ndmsc7mi,bafkreigpqvph6ceiobictalkruh6vqf7qtzh5paqbwwj5ya5thn2c7kkia,verified,lulus,eligible,aktif,aktif
20210150,Mutia Mayasari,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0150,040410582605149,1150,0x7725e0568b386ba586881347f5736ea22c375c1a12a67dc01a070a7f8ba33083,bafybeigxu4cl42jp4gqlcpt7nd2lvp6yl2w5nmixli7e2sgkc7436shr7y,bafkreib4hsb3junp2x6c5nbcfi4paviym26gzyn54c2ppcbgimmkcj7buy,verified,lulus,eligible,aktif,aktif
20210151,Irfan Hartati,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0151,040410582605150,1151,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeig36oibbjq54kipxyjxtfsm44m5nj47yormkzvedjvnru67nc2nwu,bafkreig6quddzckwkqa27h5a7vhocibxrvvhnlymhwljb7pq4vray7z64i,verified,lulus,eligible,aktif,aktif
20210152,Galar Aryani,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0152,040410582605151,1152,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeid73wq2ben725gw7tyw5xkkfte7kljqmaathzcsx7b5xk5kg6envm,bafkreigzxdfbxztym3nypsw22nv37a2hme3xz6js75ootmoxann6bfhf3m,verified,lulus,eligible,aktif,aktif
20210153,Bakiman Astuti,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0153,040410582605152,1153,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeiaiejwrmsgdloppz6g4zmpk4lbz4cs23itdlm5fxdn2zxtlv75t24,bafkreiapc27iyyjbw6hxiqrtggobuc6d5tacml5fmgyivtzowyaakuaztm,verified,lulus,eligible,aktif,aktif
20210154,Salsabila Maheswara,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0154,040410582605153,1154,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeie3kqm6upgzgm5lm7a6p5es6l35hjgh3gtjwoxhro26s6hhekzszy,bafkreihwkqu2ybnxs4i7e4cqr4lqzqloydcyh55w4eh3qdectgxb6bfvp4,verified,lulus,eligible,aktif,aktif
20210155,Kamila Jailani,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0155,040410582605154,1155,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeictg6ucsn2owyf5pwndktbptpdxilzrdwm5iyzqcdhpjlrlzxe6vq,bafkreigwkqlep2xtfr53zc27pu5n5p2a6eihqcuuticbtbz4ewrjql4lhm,verified,lulus,eligible,aktif,aktif
20210156,Zulfa Puspita,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0156,040410582605155,1156,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeib6cmegaf4cpa2gatk5bu5gc62odtko57cddal2cdbjc57u3hc6ve,bafkreie3lp32ujv72miugzdjrzwlbxddskv36i3il25dclpl6hbnacbwni,verified,lulus,eligible,aktif,aktif
20210157,Lulut Wahyuni,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0157,040410582605156,1157,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeibvnhzjp5ognuxdvkatanvl7jlwi43gzr34d3banejjhf7jrkmdgi,bafkreidkwcjw77nafrxvrey5j6mmhe4tflgz2x66fcdgfiyczedwk7pzm4,verified,lulus,eligible,aktif,aktif
20210158,Kamaria Ardianto,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0158,040410582605157,1158,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeidqlpq3ee44hdzj3eojbdllgsqabmj3mekyrskt7aks3sswrghmp4,bafkreiawciksdibhd3q73o2nf2je7yblqt7cpkzy6bzfjhcaattf2gwo2m,verified,lulus,eligible,aktif,aktif
20210159,Bakijan Nuraini,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0159,040410582605158,1159,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeignwp4bnhylurzrpxvmzbcqebgagjnvv7oasbpondrm56d3luv2ka,bafkreif3qhnbbyov4u7kdc3e6vgoeepqsrjktyxyqyxsz644dw7swpofg4,verified,lulus,eligible,aktif,aktif
20210160,Vicky Purnawati,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0160,040410582605159,1160,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeidhdsbcl3encuxdwrxgcqyzc3wmveqhmn563xdgwpsiiqc3aazoj4,bafkreiahpmco54jkd6nerepwovut7azajbhsmvexah4pl6mkxzniss735e,verified,lulus,eligible,aktif,aktif
20210161,Mursita Hutapea,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0161,040410582605160,1161,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeif7ecihnm7knrylkgxa7wgfsvi2vx2js7z7pz3e7vm6fpb72ybqsa,bafkreidpbj75yrnrpuqgejqaupgrle6ew6easis6mq4svlw6afefaylxey,verified,lulus,eligible,aktif,aktif
20210162,Perkasa Mulyani,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0162,040410582605161,1162,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeif5jesarrixyqss6bjrzetwfvd5rrrlfgakksr3ec7aead7s4wjry,bafkreifvmqpgpnwtqk7cxb5owkgxyni6lsr24tjimulzazw73x2hnw6qsm,verified,lulus,eligible,aktif,aktif
20210163,Aurora Prasetya,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0163,040410582605162,1163,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeihdwe7oe7tczzbx4vjt4nzjgcjvfjeqgslmta3labjuurh5geojoe,bafkreidy4dcyshsjzewi43y7mginnp6ftcfryerwtzqfxzlskihxuj6y2i,verified,lulus,eligible,aktif,aktif
20210164,Prakosa Rajasa,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0164,040410582605163,1164,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeihg6zctz356qsmcdjssvouclzpyrgrfbpdeep2wyqtsmafduz34li,bafkreihrbe2xj7oion7xqyk6vbcetrdagwu7x54brzzslyhezpb43slgfy,verified,lulus,eligible,aktif,aktif
20210165,Patricia Pradana,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0165,040410582605164,1165,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeiemkvpjbdlbjeb42itfi5of57vamer3oyw76h5y2h2x7mcqfk74vy,bafkreifkobqioklnu6nex6bq7wjxo4yocvyg7aodve2eq7bbsllvq62xlm,verified,lulus,eligible,aktif,aktif
20210166,Ibrani Budiyanto,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0166,040410582605165,1166,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeig65wbwgsfohr4rmz4sfnfw5wekpnsmjv2g5hurwhexkze4uyw5ji,bafkreihep6zsq5je2vvynyqq3wjh2l7pmyiozptautk2gpbpbccto77wfa,verified,lulus,eligible,aktif,aktif
20210167,Icha Latupono,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0167,040410582605166,1167,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeidwgkb4htyhnpy47swfjbjdizkafer3tmak6unkouptdkxvgy7zui,bafkreigyb7blhs5fwihm2dc76o3v7svllmnm5macic76vipve52n6lsr4m,verified,lulus,eligible,aktif,aktif
20210168,Ibrani Kurniawan,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0168,040410582605167,1168,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeifa6x32c37rhe4vhdwkhsoq2khe4vulgrsnrkgbtd7p7fr6dnppvu,bafkreifkggbf5sstn77aq2qq3jbb4ztbx7dfuzr2za37evrmmli4of3jhe,verified,lulus,eligible,aktif,aktif
20210169,Gawati Sitorus,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0169,040410582605168,1169,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeiasdamwdnaejvajmuu567ggbzqtmlkmcu2gqi2p4udjlxvhhjo45q,bafkreicsi4365ltgakvg7nd4gbye6ycxbhn3hjgmkg7ev3cr3egdjb6zkq,verified,lulus,eligible,aktif,aktif
20210170,Utama Tampubolon,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0170,040410582605169,1170,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeicxk6ji7afrrx4gcbbo25akptvdicfjvaaeqfqfznakuikcho6rna,bafkreibqqk6nlbj3icufmeimwosdiiquu6czejjtsnb6qxwh46q7k4indy,verified,lulus,eligible,aktif,aktif
20210171,Edi Napitupulu,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0171,040410582605170,1171,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeigvmbig3qdhag6bc75ndfjct3q5wo7quouq7njs6k5tbtxme6ho7e,bafkreibtlmmbuwspoxfq43c53qxha72d4ybks5zikifascspp7jylgpkgq,verified,lulus,eligible,aktif,aktif
20210172,Malika Pratiwi,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0172,040410582605171,1172,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeiawbqzw262vvkpqwzebqg2g2hdeckecynkzgoaufocfsydvcom3r4,bafkreibxr6ksvey5e2dqtllnhi4ccj2qzlokj6d5yqka3y5zhnktk4sfha,verified,lulus,eligible,aktif,aktif
20210173,Irnanto Hidayat,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0173,040410582605172,1173,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeicbv7z4lcb47fij35qxlsxsqckfor5jmqm7r5zhjvjkmj2d4g3p7u,bafkreihmkpvtnhnr7kmxkenpnaurigswis6dbg4mdlv2y3uoa55ajfza3u,verified,lulus,eligible,aktif,aktif
20210174,Galak Hariyah,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0174,040410582605173,1174,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeibdp3rxls3h2nutlcs4uytfs4x3l53ifucivncz2m2gdsbzvl2xym,bafkreialifi67j6pcqatfyyfhvhlevwlmp7lss4lcyswbt4yk42hfidzwy,verified,lulus,eligible,aktif,aktif
20210175,Malika Prastuti,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0175,040410582605174,1175,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeid5ruecvwn3iao4s2y4x5k3zqwfo6yybahp2aw5va52s6qdnhsoee,bafkreidtadxgi67xk4x2csmvmtcuacpycznx3dujhp3cei6ikis4atykvq,verified,lulus,eligible,aktif,aktif
20210176,Galur Suartini,Teknik Informatika,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0176,040410582605175,1176,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeihvnkkfjzosxv5ndyud5y6uicrmemn2z36v5zqusgqmxmt2wdcske,bafkreihkkhsggcu5ho3shxsk67jcza3a7jahad2yczssynaptp4yuc5if4,verified,lulus,eligible,aktif,aktif
20210177,Johan Yuliarti,Manajemen,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0177,040410582605176,1177,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeibuoo65oyhqk4rucq3vd773nab62m5dudb7s3ar6hdosdkufxumyi,bafkreicdnoizc7itzqbyrofzmgywp7xwlbu2jocgeyna3o2qxcy6qkbijm,verified,lulus,eligible,aktif,aktif
20210178,Galih Wahyudin,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0178,040410582605177,1178,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeicsxy3xu3ho2qqyum7cjdh4xiyz76l5mvetal5udeoqgkduprwoza,bafkreibhrqm7pnkwdussnze7scttmqxw4w2flkpuh5wjhud4rqrgnht23y,verified,lulus,eligible,aktif,aktif
20210179,Bella Sitompul,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0179,040410582605178,1179,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeidvhwhpx3dg2fwsp7hfrtrjqnmkxyfjlon3tib2xygiuawubnaqrm,bafkreihrncva624ualwfervercs5ddc5l5xugka32klsjdkcsya5gigpfe,verified,lulus,eligible,aktif,aktif
20210180,Ganda Hutapea,Teknik Elektro,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0180,040410582605179,1180,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeibbvzbxxwovbz4nnlo7inyfeoifr7rrnurfufpakamcls3uvnrgke,bafkreicppoktdggwaqfqecnznuh3favpcl74gpx7ovv5tojew5vox66ihi,verified,lulus,eligible,aktif,aktif
20210181,Diah Riyanti,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0181,040410582605180,1181,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeigtzbu5qdp35o43vmrtt4h7nlthdrbp3s7udwftnkimbs73lrcaye,bafkreicmtjnxwz4w2u3otgqtk4ytf6ftym4vuf4hrwhhialh2fslbk2p5q,verified,lulus,eligible,aktif,aktif
20210182,Mumpuni Novitasari,Akuntansi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0182,040410582605181,1182,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeihnuhivbwnep5cjjvznbbs2yvhyjohtjm74xc7qr5rw6mri4cl4xe,bafkreifm3kbtwwdfzcezyylrcs6tfhsfhjrprx3fj6xhwmtuoe7u2zgifq,verified,lulus,eligible,aktif,aktif
20210183,Elvina Prabowo,Sistem Informasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0183,040410582605182,1183,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeih7uoykk2i5ld6el6gywuqh22fahxtftmw7z5ifrxjxrcsvsgejp4,bafkreifticjvgstens4wdgnvt7vng3h2kzfxtqwregue6ms2lzi4riaf5e,verified,lulus,eligible,aktif,aktif
20210184,Ega Januar,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0184,040410582605183,1184,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeiavw2mf62dju3t3ifktm6zqxwse4h3qmbxpmnvsdwx2752ycc4sia,bafkreic4bzyvthvpqx3w4rzfuyb2eum2jfcow5m5az4ns62cl25sb6wvli,verified,lulus,eligible,aktif,aktif
20210185,Lembah Waluyo,Ilmu Komunikasi,eligible,SIAP_DITERBITKAN,pending,IJZ-2026-0185,040410582605184,1185,0xb3e42314408291371af34b7b3cc713ab3282c9b2517a192159c44e5bce940bb9,bafybeig4hligu6f44l37a6t7rqkvi2jggbmiala5cubruhvp4itx2efc5a,bafkreicyshzd7omt6psodnle2pffvpljixbwec3aqy4rwt4esyekjovwby,verified,lulus,eligible,aktif,aktif
